punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,KL,m1Focus,m2Focus
identical,23,pun,-71.0875524609,-55.5373094809,16.121649858,0.343601449,0.662139531727,0.337860468273,0.6396061288,1.81185456808,7.07365393461,8.88550850269,collar;id;man;neck;shirt,id;man;name
identical,24,pun,-40.706722306,-31.6512488425,14.629459359,-0.444668888,0.981133215199,0.0188667848012,0.093595459871,1.17857600804,6.45164387737,7.6302198854,steal;thieves,
identical,25,pun,-63.0313496027,-50.9796116473,14.133044094,-2.404699588,0.896597885395,0.103402114605,0.332494518315,1.42184573757,6.61230476976,8.03415050733,dye;gray;hair;strands,gray
identical,26,pun,-45.0773474772,-37.0195912841,13.242363331,1.088060187,0.88000744205,0.11999255795,0.366910163245,1.53347961603,6.71806759591,8.25154721194,waist;belt,cardboard;paper
identical,27,pun,-89.7357610528,-81.9946701848,14.204860942,-2.605151636,0.999989184318,1.08156816668e-05,0.000134487680892,1.58775150629,6.79513724928,8.38288875558,feet;fourteen;shoes;size,able
identical,28,pun,-44.6863403892,-38.8443141881,12.828943333,-0.735337475,0.994758850075,0.00524114992493,0.0327497927543,1.01807850737,6.16215979479,7.18023830216,aloud;say,wanted
identical,29,pun,-69.5634326469,-69.2380102465,13.131394265,-2.084145125,0.999996464563,3.53543746482e-06,4.79146234396e-05,1.05259678791,6.20807219736,7.26066898527,pail;buckets;carry,
identical,30,pun,-44.3960017687,-27.9922513035,15.290132407,0.111068613,0.0687062395437,0.931293760456,0.250279460877,1.36416147252,6.56742025448,7.93158172701,manor;castle;home,castle;speaking
identical,31,pun,-86.8922679288,-86.8922679288,12.494279382,1.545767594,0.99999953821,4.61789535324e-07,7.19844748662e-06,1.97256634054,7.11447943185,9.08704577239,cache;computer;online,chips;poker;tournament
identical,32,pun,-54.5317449937,-56.9293206835,15.653084438,0.965152763,0.99999971381,2.86189879737e-07,4.59810123748e-06,2.41753934425,7.45563605322,9.87317539747,reign;britain;long;queen,britain;wet
identical,33,pun,-75.63690926,-66.6540802979,14.49984134,-0.017922536,0.218873562775,0.781126437225,0.525478566024,2.01840265611,7.32680953973,9.34521219584,thyme;gardeners;herb,extra;work
identical,34,pun,-53.164024817,-37.9091227316,11.943112016,-0.393336676,0.00144467753827,0.998555322462,0.0108916355374,1.4015883143,6.60428871895,8.00587703326,pore;skin,bad;excuse
identical,35,pun,-58.9098942458,-45.0271013383,12.257685639,-0.826138925,0.125457875223,0.874542124777,0.377660187902,0.995979872471,6.10268869219,7.09866856466,gilt;gold,complex;people
identical,36,pun,-18.335884552,-9.88692215943,13.509669411,0.408764856,0.971483653081,0.0285163469187,0.129546402263,0.694318645297,5.80806735268,6.50238599798,heir;human,human
identical,37,pun,-50.8948512312,-47.1562431496,13.303440685,-2.58751717,0.999988997012,1.10029878057e-05,0.000136627820814,1.28655657395,6.46458697246,7.75114354641,son;boy;only,
identical,38,pun,-104.079614603,-91.9076085119,8.322607382,-0.412759744,0.106264184371,0.893735815629,0.338632715553,1.80071684675,6.79668596437,8.59740281112,c's,high;pirates;terrible
identical,39,pun,-52.7913356831,-40.6928969012,15.046668028,-0.063972782,0.167909237418,0.832090762582,0.452555502015,2.68042386822,7.80643071829,10.4868545865,watt;bright;electrician;spark,knows;what's
identical,40,pun,-81.3809173924,-69.252912134,11.032036698,-2.007007499,0.909232700054,0.0907672999461,0.304309489901,1.52622293012,6.6728957801,8.19911871022,razor;slash,fund
identical,41,pun,-62.0609850122,-55.460399469,17.257749724,-2.590474193,0.998442340073,0.0015576599267,0.0116260487592,2.36721300073,7.77940149233,10.1466144931,knot;boyscouts;ropes;tie,
identical,42,pun,-32.4851379443,-33.1110936518,13.685283586,-0.026950004,0.999993361494,6.63850611421e-06,8.57868937625e-05,1.58001317598,6.91494348228,8.49495665826,wood;trees,ask;ask
identical,43,pun,-114.047031707,-100.885048273,12.732978703,-0.309394426,0.789600471098,0.210399528902,0.514485535754,2.10467703417,7.16698693429,9.27166396846,grader;cheese;person;school,cheddar;cheese;colby
identical,44,pun,-27.1810099445,-15.809060654,16.349780078,-1.08968454,0.880549633171,0.119450366829,0.365828453291,1.65647006819,6.95510169634,8.61157176453,eye;blind;see,
identical,45,pun,-35.9129824351,-33.7294885017,13.234086,-1.184867359,0.999994087399,5.91260067545e-06,7.70909816622e-05,1.34981256295,6.61019135282,7.96000391576,cell;biology,keep;program
identical,46,pun,-35.8281417297,-35.3539820354,13.320939103,-0.454283896,0.999984285946,1.57140538638e-05,0.000189526374552,2.13887374345,7.35052685675,9.4894006002,scent;smell,cost
identical,47,pun,-59.6763836542,-55.2552772826,12.804250565,-0.881466654,0.999998526945,1.47305519256e-06,2.12534925277e-05,1.39312385243,6.48252255453,7.87564640695,course;class;rough,rough
identical,48,pun,-34.2025603056,-26.081646096,12.408191841,-0.012690968,0.972727521959,0.0272724780408,0.125129273588,0.736571144189,5.85257368518,6.58914482937,deer;pet,pet
identical,49,pun,-25.7297695475,-15.6194777516,13.772415428,-1.258227337,0.331134101402,0.668865898598,0.634978882459,1.35463245536,6.63880744876,7.99343990412,bee;hive,
identical,50,pun,-42.3415673865,-37.0777887477,12.947130558,-0.110932579,0.997739989132,0.00226001086791,0.0160263129134,0.767560760081,5.8829526907,6.65051345078,brake;careful;fast,careful;fast;run
identical,51,pun,-62.7066156966,-62.8881058671,13.635441494,0.925438477,0.999011581309,0.000988418690552,0.00782719845696,2.3589699563,7.59044198585,9.94941194215,flour;chef;pastry,brought;day;girlfriend;valentine's
identical,52,pun,-63.4935401935,-51.1567848634,14.050338795,-0.160653571,0.439150621552,0.560849378448,0.685723498228,1.0870479334,6.23434850411,7.32139643751,fare;driver;toll,toll
identical,53,pun,-38.3683718326,-30.3678013826,14.173616029,0.696953154,0.997121177587,0.00287882241316,0.0197168622823,1.27303809227,6.45810819418,7.73114628645,heel;foot;injured,injured
identical,54,pun,-53.5682488716,-43.9099347043,17.094087559,0.126116383,0.919816662537,0.0801833374634,0.279216917291,1.33214640058,6.57372257187,7.90586897246,hymn;perform;priest;song;wrote,perform;priest
identical,55,pun,-41.9690089149,-16.6213182779,12.421842811,0.293371003,3.2322509406e-07,0.999999676775,5.15379720307e-06,0.767367196258,5.88291208142,6.65027927767,no's;mother,best;mother
identical,56,pun,-44.3126511136,-35.8577742895,15.676751228,-0.357184049,0.938471656533,0.0615283434673,0.231152268304,1.37035959358,6.62746388227,7.99782347585,inn;hotel;sleep;stayed,stayed
identical,57,pun,-50.5823628159,-45.0558893562,12.741674244,-1.774087842,0.999867322496,0.000132677504419,0.00131715895168,1.43577132973,6.62912331972,8.06489464945,idol;celebrity;want,time
identical,58,pun,-29.3332102752,-17.9987870035,13.450509057,-0.579474293,0.179654671893,0.820345328107,0.470869445231,1.02201054347,6.1824907343,7.20450127777,maid;clean,up
identical,59,pun,-58.4322924834,-56.7780405551,13.531378339,-2.711727222,0.999974576098,2.54239022602e-05,0.000294403908831,1.29819903783,6.47703091475,7.77522995258,nun;cared;church,
identical,60,pun,-25.8748814774,-24.838033783,14.044891634,1.903057929,0.999521626832,0.000478373167909,0.00413547873671,1.73011240282,6.8390903658,8.56920276862,mourning;cried,up;woke
identical,61,pun,-36.6259878267,-25.4042683125,13.486145154,-0.900757138,0.817458501681,0.182541498319,0.475225480378,1.28163225447,6.52488394798,7.80651620245,meat;butcher,glad
identical,62,pun,-48.5854374145,-39.6707444776,13.584635334,-0.338611522,0.770556567159,0.229443432841,0.538602960113,1.32292261448,6.46588059816,7.78880321265,reel;caught;fisherman,believe
identical,63,pun,-52.2029857269,-49.5847624842,14.864193972,-1.862909172,0.999995508945,4.49105494674e-06,5.9791303819e-05,1.33209175038,6.54965904602,7.8817507964,pear;farmer;fruit;grow,
identical,64,pun,-38.9549686912,-25.0119237629,13.922494161,1.631540906,0.322770485651,0.677229514349,0.628940161389,1.45463135345,6.60667241486,8.06130376831,pray;parish,birds;birds
identical,65,pun,-45.1174885382,-40.7314522201,11.161322693,0.50657087,0.998576263659,0.00142373634059,0.0107545603862,1.96173327915,7.04710678671,9.00884006587,root;farm;tree,different;take;way
identical,106,nonpun,-77.2252540342,-78.3659145592,16.977710021,-1.789159568,0.999999985251,1.47490359208e-08,2.80704951146e-07,1.51132486562,6.68669900324,8.19802386886,prophet;biblical;daniel;dreams;interpreting;known,biblical
identical,107,nonpun,-64.6980367951,-66.8766720184,15.681767112,-3.377867257,0.999999999528,4.71555070736e-10,1.05981933034e-08,1.62130473018,6.99375363531,8.61505836549,pi;decimal;number,
identical,108,nonpun,-78.187443521,-73.6876443836,20.265608995,-0.942443093,0.999925903729,7.40962705798e-05,0.000778759828971,2.11485534102,7.5146464858,9.62950182682,knead;bakers;bread;dough;flour;make;together,make
identical,109,nonpun,-51.2562759191,-48.9159504981,16.228513169,-2.241213636,0.999718153273,0.000281846727496,0.00258566363049,1.83217277326,7.07499832278,8.90717109604,oar;dipped;fisherman;river,
identical,110,nonpun,-49.9842434288,-46.5156015708,14.284296317,-2.033390413,0.999972648708,2.7351291691e-05,0.000314724014147,1.25495590599,6.40993221084,7.66488811683,tiers;boxes;stacked,
identical,111,nonpun,-73.8439373131,-73.0058987781,19.631586738,-0.185473273,0.999999997717,2.28277727763e-09,4.77051896153e-08,1.65333410622,6.91706471978,8.57039882599,poll;candidates;conducted;political;pollsters;popularity,candidates;pollsters
identical,112,nonpun,-38.1264910876,-49.1964507035,14.021527694,-2.353484941,0.99999999995,4.99524220078e-11,1.23482144516e-09,1.01520988643,6.13236030085,7.14757018728,bored;alone;man;tears;time,
identical,113,nonpun,-44.1577801791,-47.9110966882,15.561570067,-1.763724912,0.999999999897,1.03159637122e-10,2.47528909328e-09,1.62683547456,6.89247940071,8.51931487526,greece;country;europe;southern,
identical,114,nonpun,-42.8513455318,-48.8140830973,17.265270414,1.727016297,0.999999923233,7.67669824576e-08,1.33440139445e-06,0.865833971099,5.99139701449,6.85723098559,sine;angle;function;function;mathematics,function;function;mathematics
identical,115,nonpun,-51.5788139474,-51.8117402987,14.26062679,0.092881462,0.999999669384,3.30615902809e-07,5.26416836142e-06,0.768550068495,5.89452109557,6.66307116407,principal;high;local;school,high;school
identical,116,nonpun,-32.1963155356,-40.6839366797,16.102663293,-2.232815009,1.0,3.38766271892e-15,1.16202970688e-13,1.54677883047,6.75765905141,8.30443788188,cd;bought;classical;music;new,
identical,117,nonpun,-41.4948611089,-42.7154745578,14.298493744,-1.740449904,0.999999031268,9.68732377816e-07,1.43830379162e-05,1.07185061729,6.18093334014,7.25278395742,hare;fields;ran;rapidly,
identical,118,nonpun,-49.6901298564,-46.9948283674,12.180844373,-1.953967965,0.999636084597,0.000363915403005,0.00324554573102,0.761027515485,5.87206618833,6.63309370381,knotty,
identical,119,nonpun,-61.2700464928,-65.0334370907,13.221893547,-2.53314453,0.999999853972,1.46027783748e-07,2.44442753897e-06,0.966177014122,6.0766847188,7.04286173292,taut;clothesline;hangs,
identical,120,nonpun,-33.3176376019,-38.6599252597,16.898234644,-0.609175931,0.999999999237,7.62532963659e-10,1.67714362021e-08,1.49595740742,6.73609570621,8.23205311363,marx;german;karl;philosopher,german
identical,121,nonpun,-19.2827494329,-20.0786160298,15.491654966,-0.619701827,0.999999767771,2.32228840625e-07,3.77965035446e-06,1.19791163749,6.39473380252,7.59264544001,hi;say;waved,
identical,122,nonpun,-25.473736524,-30.5081852503,11.556980086,0.663713115,0.999949301261,5.0698739146e-05,0.00055208818708,0.878793236502,5.99420158794,6.87299482444,daze,bad;news
identical,123,nonpun,-45.6054178074,-51.9543260029,16.668776408,-1.358155319,0.99999999993,7.01066009246e-11,1.7092693152e-09,1.61668928384,6.83709573067,8.45378501451,prose;essays;novels;written,
identical,124,nonpun,-20.9387204919,-33.2203562562,15.76297031,-1.08376262,1.0,2.98548981417e-13,8.9086445392e-12,1.47121315017,6.70462025459,8.17583340475,plane;airport;landed,
identical,125,nonpun,-49.5489762723,-56.4266802713,16.873713941,-1.191806774,0.999999999982,1.75814546488e-11,4.52971737561e-10,1.38439142121,6.58932876046,7.97372018167,dam;beaver;building;logs;sticks,beaver
identical,126,nonpun,-67.1363449506,-69.2824778667,15.501371804,-2.677226129,0.999999997487,2.51344883e-09,5.22837822435e-08,1.44225430066,6.58540418339,8.02765848405,hertz;computer;mega;processing;speed,
identical,127,nonpun,-28.5358858341,-40.3163940582,15.943216079,-0.80162765,1.0,1.69611724766e-13,5.15711971434e-12,1.13094385854,6.25063774954,7.38158160808,role;leading;plays;show;television,plays
identical,128,nonpun,-38.3245203861,-39.217022256,14.965404957,-1.606906923,0.999999983333,1.66667245065e-08,3.15165287816e-07,1.36527892928,6.57297152262,7.9382504519,collar;dog;walking,
identical,129,nonpun,-56.9279381644,-57.4376339099,11.8612547,-3.799156902,0.999999249674,7.50325592042e-07,1.13319860079e-05,0.945803203779,6.05362721209,6.99943041587,steal;wanted,
identical,130,nonpun,-27.1506659089,-24.1754341188,12.70245259,-0.291375251,0.999544004895,0.00045599510459,0.00396387445122,1.54335981538,6.69019658719,8.23355640257,dye;hair,people
identical,131,nonpun,-33.3826699803,-41.8664304739,15.372430956,-2.192827326,0.99999999996,3.98869279815e-11,9.94978263823e-10,1.43861580893,6.63037884057,8.06899464949,waist;belt;small;tiny,
identical,132,nonpun,-46.308662667,-54.5610396107,14.049294181,-2.192994672,0.999999999998,2.16143936881e-12,6.02181769478e-11,1.31676980419,6.52255185379,7.83932165798,feet;hurting;shoes,
identical,133,nonpun,-50.0847674278,-65.7708682745,13.734943638,-1.508727354,1.0,4.39351485353e-13,1.29403924814e-11,1.02612439668,6.15265465263,7.17877904931,aloud;poem;read,
identical,134,nonpun,-56.0702550099,-56.5063336885,15.433470479,-1.512854653,0.999999707546,2.92454396479e-07,4.69241819997e-06,1.18706778299,6.3548546821,7.54192246509,pail;clean;filled;water,clean
identical,135,nonpun,-57.2742807912,-59.1262087819,15.136115821,-0.913427355,0.999999933057,6.69430778223e-08,1.17280410591e-06,1.21812627079,6.37720169879,7.59532796958,manor;huge;live;people;wealthy,people
identical,136,nonpun,-77.5682456599,-77.0156319275,15.531770124,-1.559595475,0.999999998276,1.72438353833e-09,3.65196777941e-08,1.16774147247,6.29973611118,7.46747758365,cache;database;pages;stored;web,
identical,137,nonpun,-34.1905119505,-45.1716878855,15.781263244,-2.341758654,0.999999999998,1.72585158763e-12,4.84709395617e-11,1.68637935249,6.93910339145,8.62548274394,reign;ended;heir;king's,
identical,138,nonpun,-59.3233498377,-55.268830792,14.652136329,-2.642940035,0.998395567746,0.00160443225358,0.0119276424637,1.48217338508,6.59401266761,8.07618605269,thyme;chicken;flavored;meals;sauce,meals
identical,139,nonpun,-41.8239706397,-36.0689787325,16.48237576,-1.237270859,0.999762400082,0.000237599917868,0.0022203245457,1.76646073891,7.0097807363,8.77624147522,pore;opening;skin;small;surface,small;very
identical,140,nonpun,-30.4839861358,-29.1705041301,13.021882023,-0.042105441,0.999975276791,2.47232092793e-05,0.000286980974593,0.69362626635,5.80736685757,6.50099312392,gilt;frame,frame
identical,141,nonpun,-41.0374582291,-45.6320835019,17.456721816,-2.320572197,0.99999999992,8.0053651144e-11,1.94116685491e-09,2.04832346386,7.34396047258,9.39228393644,heir;british;prince;throne;william,
identical,142,nonpun,-13.1232575266,-16.087592101,14.763125915,-0.630705819,0.999999977799,2.22005392567e-08,4.13443955967e-07,1.24178946847,6.4700589753,7.71184844377,son;daughter,
identical,143,nonpun,-61.5011197113,-47.1437797895,10.608246085,-0.279428815,0.103168170697,0.896831829303,0.331988908307,1.16540454939,6.25372512767,7.41912967706,c's,high
identical,144,nonpun,-56.2963944589,-61.8570977142,18.292714731,-3.60200233,0.99999999988,1.20099524783e-10,2.86349705296e-09,2.61039187372,8.04002750914,10.6504193829,watt;bulb;lamp;light;sixty,
identical,145,nonpun,-35.7599725121,-41.9983718951,16.772868655,-1.798324596,0.999999999996,4.17104019305e-12,1.1346416103e-10,1.85442568806,7.1799213568,9.03434704486,razor;beard;shave;used,
identical,146,nonpun,-41.2759617004,-44.8140182648,15.185718078,-1.722539657,0.999998833717,1.16628293114e-06,1.70996767655e-05,1.6320531773,6.86803272638,8.50008590368,knot;double;tie,
identical,147,nonpun,-23.4298892267,-21.6528688527,14.864862532,-0.906907287,0.999990641134,9.3588656088e-06,0.000117726871851,1.33231491211,6.6577052717,7.99002018382,wood;trees,
identical,148,nonpun,-45.2833510436,-45.811501451,15.5001396,-2.002807445,0.99999999651,3.49047989678e-09,7.14613858856e-08,1.58357073157,6.78484949674,8.36842022832,grader;score;tests,
identical,149,nonpun,-18.9094792556,-21.4700416683,14.069338754,-0.808131183,0.999998435844,1.56415637449e-06,2.24740539886e-05,1.09500464573,6.22388507392,7.31888971965,eye;poked,
identical,150,nonpun,-42.2381621218,-41.7735401713,14.281674429,-0.89938086,0.999999505339,4.94660943511e-07,7.67683759617e-06,1.33732118566,6.59759948544,7.93492067111,cell;biology,works
identical,151,nonpun,-22.5259851464,-30.8385861497,13.457821941,-0.810026414,0.999999998533,1.46659061956e-09,3.12975211093e-08,0.889639658356,5.99653339662,6.88617305498,scent;unpleasant,
identical,152,nonpun,-26.3186065299,-30.1034532054,15.163241321,-0.72881682,0.999999999956,4.4281043263e-11,1.09996166091e-09,1.15124449608,6.33193622812,7.4831807242,course;school;took,
identical,153,nonpun,-24.8293569607,-18.0616055888,14.472165421,-0.564228102,0.999470421532,0.000529578468098,0.00452427590247,1.12108594627,6.29692461723,7.4180105635,deer;forest,
identical,154,nonpun,-53.9673403629,-62.9587655196,15.491664661,-2.096628092,0.999999999208,7.92121136613e-10,1.73920546963e-08,1.76280123431,7.12201569086,8.88481692517,bee;angry;honey;stung,angry
identical,155,nonpun,-47.9768954465,-39.2753811264,15.630052929,-0.180819416,0.99552692739,0.00447307260977,0.0286609436616,1.09368147299,6.28703450131,7.3807159743,brake;cars;slowly,cars
identical,156,nonpun,-43.1594354383,-38.5136233057,12.929892318,-1.465247725,0.977604606051,0.0223953939494,0.107220585153,1.08135505954,6.22808306599,7.30943812553,flour;baking,kinds
identical,157,nonpun,-15.9832708764,-15.5942931424,14.159565545,-0.027407556,0.999991531498,8.46850243151e-06,0.000107373434955,0.843886510691,5.97431779334,6.81820430403,fare;paid,
identical,158,nonpun,-29.6836975171,-32.4924642979,14.963923667,1.210198248,0.999999955771,4.42287504106e-08,7.93193579026e-07,0.996934943907,6.15517068925,7.15210563316,heel;bruised;walking,bruised;walking
identical,159,nonpun,-19.6090362957,-24.8868547917,16.258813817,-0.153658823,0.99999995046,4.95396332392e-08,8.82820676966e-07,1.27880414675,6.50188684635,7.7806909931,hymn;church;sang,church
identical,160,nonpun,-32.2814782971,-32.2814782971,12.707956266,0.533939263,0.999971003873,2.8996127221e-05,0.000331957342835,0.772814775647,5.87822164751,6.65103642315,no's;answered,answered
identical,161,nonpun,-12.4893844769,-12.2881603983,13.708630598,0.302022196,0.99976391454,0.000236085459841,0.00220768203299,0.712139438165,5.82652473113,6.5386641693,inn;stayed,stayed
identical,162,nonpun,-30.7167953403,-31.1265431102,17.215544392,-0.982174928,0.999999991175,8.82537326075e-09,1.72497523978e-07,1.62314600398,6.89009882268,8.51324482666,idol;famous;movie;star,
identical,163,nonpun,-30.5412255183,-26.7251190588,15.376543787,-0.428474766,0.999579927529,0.000420072471128,0.00368608268812,1.12095453647,6.29020479361,7.41115933008,maid;clean;hired,
identical,164,nonpun,-37.2234018769,-39.2071232579,13.714406376,-1.566195307,0.9999982489,1.75109972921e-06,2.49623918636e-05,1.14466207679,6.26819543675,7.41285751354,nun;kind;pious,
identical,165,nonpun,-27.7737971846,-34.4146137523,15.363442521,-0.972961911,0.999999996659,3.34140002426e-09,6.85550896979e-08,1.33378667551,6.54048718441,7.87427385992,mourning;died;loved,
identical,166,nonpun,-33.0818990703,-37.0816850498,13.208603722,-0.584505714,0.99999990088,9.91199265459e-08,1.69762056796e-06,0.906784046036,6.02014627943,6.92693032546,meat;vegetarians,like
identical,167,nonpun,-31.4641384589,-26.3352129011,13.87778924,-0.684748232,0.996447392639,0.00355260736136,0.023583255919,1.12487808564,6.32125303479,7.44613112043,reel;fish,
identical,168,nonpun,-29.6442714219,-27.0272941061,15.422837124,-0.688845788,0.999991699978,8.30002166431e-06,0.000105404035869,1.23059097182,6.39473491742,7.62532588923,pear;apples;ate,
identical,169,nonpun,-35.0682303652,-36.8788265001,14.800123416,-1.540862467,0.999999994737,5.26278772889e-09,1.05585231233e-07,1.26599733842,6.49627463415,7.76227197257,pray;bed;christians,
identical,170,nonpun,-28.0020449603,-37.8037971058,14.517611442,-0.844360893,0.999999999991,8.87258560596e-12,2.34662614614e-10,1.10422724133,6.30554584281,7.40977308415,root;tree's,
identical,171,nonpun,-44.8448158516,-46.8590121109,19.377264601,-1.842582559,0.999999999988,1.24476977426e-11,3.25002994638e-10,2.23606112201,7.61895590214,9.85501702416,profit;business;dollars;made;million;year,
identical,172,nonpun,-24.2555018085,-35.8728788468,16.41276068,-1.57653104,1.0,1.75707954176e-13,5.33628268341e-12,1.71846530425,7.03829188487,8.75675718912,pie;apple;dessert,
identical,173,nonpun,-28.0036611793,-33.3325173282,12.595815562,-1.922859855,0.999999999998,1.79554367122e-12,5.03573229736e-11,0.798142596697,5.90828282628,6.70642542298,need;company,
identical,174,nonpun,-35.2092363234,-49.3277211521,10.208257692,-2.679817599,1.0,6.54869145653e-16,2.3561731907e-14,0.694492274691,5.80823852574,6.50273080043,or,
identical,175,nonpun,-50.6396893626,-68.5023157748,16.423387107,-2.881130281,1.0,6.93833930079e-18,2.74130103055e-16,1.79512018666,7.06362134675,8.85874153341,tears;cheeks;movie;sad,
identical,176,nonpun,-30.0235866051,-31.7503149958,14.828494708,-0.128252333,0.9999998576,1.42400258684e-07,2.38728678714e-06,0.854566766282,5.98665274479,6.84121951107,pole;flag;up,flag
identical,177,nonpun,-24.2906675329,-41.2828886019,16.514106246,-0.624091642,1.0,3.62736139802e-17,1.37315365695e-15,1.36622605445,6.53415376839,7.90037982284,board;company's;directors;meeting,meeting
identical,178,nonpun,-25.0970935667,-19.2807820869,13.63160784,-0.424750336,0.998210297792,0.00178970220754,0.0131092297938,0.82790956269,5.94404512987,6.77195469256,grease;plate,
identical,179,nonpun,-58.4133506599,-62.3654132911,14.600345243,-2.986489798,0.999999999997,2.6475187739e-12,7.32235111143e-11,1.50363927003,6.63029249429,8.13393176432,sign;boutique;says;store,
identical,180,nonpun,-29.502177543,-30.0130249413,14.329105008,0.563459741,0.999998937469,1.06253054543e-06,1.56774858911e-05,0.729098572788,5.84381743467,6.57291600746,principle;believe;physics,believe;physics
identical,181,nonpun,-61.1035529875,-66.5797202112,12.988623794,-2.687601902,0.99999956887,4.31129804312e-07,6.75013743857e-06,1.15151337315,6.25226587259,7.40377924574,seedy;bar;drunken;unwashed,
identical,182,nonpun,-23.0790864941,-28.3202545844,16.034011484,-1.702843482,0.999999999997,3.45809355338e-12,9.47182616869e-11,1.55099886537,6.83143811297,8.38243697835,hair;heads;lots;people,
identical,183,nonpun,-19.7785232518,-34.4493842829,13.701090281,-1.094829715,1.0,4.71481492881e-15,1.601955662e-13,0.892599175584,6.003462774,6.89606194958,naughty;boy;child,
